user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text,sentiment,topic,misinformation_label
Satya Prakash Dash,"ad-interim pause in Berlin, DE","Founding Team @BIRAC_2012, Board @venture_center FoundingDirector @PATHtweets ImpactLab Designed 15 natl prog #BIG #SPARSH #SIIP #BioNEST #BREC #BRIC #AcE #SEED",2009-07-26 22:09:10,1045,807,1,False,2020-08-08,"I love the #GIF! &amp; great messaging @Centogene 
#TestBeforeYouTravel #COVID19 https://t.co/MMqyHMJWP5","['GIF', 'TestBeforeYouTravel', 'COVID19']",Twitter Web App,False,unverified claim,love amp great messaging,POSITIVE,4,unverified claim
Malcolm Cesar,Atlanta,Creator of The Super Affiliate Bizleads Automation Summit,2019-10-25 23:55:32,138,269,61,False,2020-07-27,PART 1: It’s been a crazy year so far with all of this COVID-19 stuff and there are plenty of challenges for everyo… https://t.co/pWandzBK0m,,Twitter Web App,False,unverified claim,part 1 crazy year far covid 19 stuff plenty challenges everyo,POSITIVE,11,unverified claim
Oxyfind Technologies Pvt Ltd,"Guwahati, Assam","Hardware-less Contact Less Entry | Zero Crowd Zone Technology | Peer to Peer Tele Medicine for Hospital & Clinics

Read more: https://t.co/ZfX9gLiyHq",2020-03-27 10:24:04,6,6,13,False,2020-08-08,Oxyfind provides automated appointments through various platforms&amp;tele-medicine feature called Oxyphone enables con… https://t.co/wGD0kYSq9o,,Twitter for Android,False,true information,oxyfind provides automated appointments various platforms amp tele medicine feature called oxyphone enables con,NEGATIVE,2,true information
Small Cap Strategist,New York City,"Debra Fiakas is the Small Cap Strategist and MD of Crystal Equity Research, an independent research source on small-cap companies.  Note disclosures in reports.",2009-05-06 15:12:46,3238,1032,162,False,2020-07-28,Amyris $AMRS and The Infectious Disease Research Institute partner to advance novel RNA vaccine platform -… https://t.co/2MPcBlgLXo,,Twitter Web App,False,true information,amyris amrs infectious disease research institute partner advance novel rna vaccine platform,POSITIVE,3,true information
chicago tuff,Chicago ,"Kinky, hedonist psychotherapist with Dom tendencies. I love cuck couples. Kinky Couples, sub women. I like learning what gets people off.",2015-02-17 17:04:07,60,142,171,False,2020-07-25,@HorseshoeHammnd why give people masks? No one is wearing them.  No one asks them to leave. No security at all. Soo… https://t.co/BFiCI509R8,,Twitter for iPhone,False,unverified claim,give people masks one wearing asks leave security soo,NEGATIVE,8,unverified claim
Henshaws,Across the North of England,A charity supporting blind / visually impaired people & those with a range of other disabilities. Taking you #BeyondExpectations #Blind #Disability #SightLoss,2009-03-20 11:44:56,6340,1135,5266,False,2020-08-30,Mark ventured out &amp; about on the high street to look in detail at some of the changes that shops/services have put… https://t.co/U8nWd8Dyrb,,Buffer,False,true information,mark ventured amp high street look detail changes shops services put,POSITIVE,4,true information
Scott Hauck,"Mancos, CO",Our family focuses on living and farming according to the laws of nature.,2020-03-24 19:29:51,49,97,161,False,2020-08-17,"@jasonmauck1 TRUTH. 

There was a swine flu, hong kong flu, in 1969. it killed 1-4million globally. And we threw wo… https://t.co/nBSm5cxUma",,Twitter Web App,False,true information,truth swine flu hong kong 1969 killed 1 4million globally threw wo,NEGATIVE,23,true information
Nigel Munya,"Harare, Zimbabwe",GOD FIRST | TECH SAVVY | MINIMALIST | PROGRAMMER | DESIGNER | FARMER,2011-01-23 08:38:59,330,166,2663,False,2020-08-04,"@263Chat Surprisingly according to these stats:

▪Only about 3.7% of the #Covid19 cases resulted in death
▪ About 5… https://t.co/rl2ZBCr90N",['Covid19'],Twitter Web App,False,true information,surprisingly according stats 3 7 cases resulted death 5,NEGATIVE,17,true information
Health News Florida,"Tampa, FL","Since 2006, we've provided in-depth health journalism for Floridians. We're a part of WUSF Public Media, with reporters in Tampa, Miami and Orlando.",2009-02-13 19:36:57,6641,4332,74,False,2020-07-29,"LISTEN: Not only is this predicted to be one of the hottest summers on record, but the #coronavirus is exacerbating… https://t.co/jJWQaP4STE",['coronavirus'],TweetDeck,False,true information,listen predicted one hottest summers record exacerbating,NEGATIVE,20,true information
Jennifer Fielding,,"Civil serpent, reader, thinker, mom, public education supporter, political junkie, avid consumer of media and current events",2013-11-23 20:39:40,140,390,15,False,2020-08-16,Thread from Dr Zoe Hyde on #covidtoes and #covid19 in children - still so many unknowns #bced #UnsafeSeptember… https://t.co/t4x7uHzdV6,"['covidtoes', 'covid19', 'bced', 'UnsafeSeptember']",Twitter for Android,False,unverified claim,thread dr zoe hyde children still many unknowns,NEGATIVE,0,unverified claim
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,475,1,0,False,2020-08-09,"175 new cases in Singapore 

[8:48 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,true information,175 new cases singapore 8 48 gmt,POSITIVE,5,true information
Thomas Coombs,"Leeds, England","One of Yorkshire’s oldest and most respected firms of Chartered #Accountants, #Tax and #Business Advisers. 

#since1878",2014-05-10 13:18:03,63,57,10,False,2020-08-17,"#RishiSunak reopens support scheme for #selfemployed

https://t.co/tGfvSxxSgp

#SEISS #COVID19 https://t.co/8Xx54hajR5","['RishiSunak', 'selfemployed', 'SEISS', 'COVID19']",Hootsuite Inc.,False,true information,reopens support scheme,POSITIVE,0,true information
Open Letters,Text RESIST to 50409,"Copies of real letters delivered to the President, Congress, Governors, and State Legislators. Send 'resist' as a Direct Message to @resistbot to write yours.",2017-12-06 22:18:07,17407,3,2,True,2020-08-17,"🖋 Sign “Authorize COVID-19 Rapid Testing” and I’ll deliver a copy to your officials: https://t.co/twhsozTwHV

📨 No.… https://t.co/vaB7Bea0b7",,Resistbot Open Letters,False,true information,sign authorize covid 19 rapid testing deliver copy officials,NEGATIVE,12,true information
Jireh Servants,$,"Desiring to heed Revelation 3:18, the only counsel of The Amen in the Bible. The corruptible flesh to be incorruptible, 1 Thessalonians 5:24.",2013-03-22 04:22:50,228,0,252,False,2020-08-30,"Best Preparation to be Truly Successful after the Pandemic, The e World, SEE: https://t.co/VePDSKKXj6 #eWorld #4IR… https://t.co/OadSULNJKe","['eWorld', '4IR']",Twitter Web App,False,true information,best preparation truly successful pandemic e world see,POSITIVE,1,true information
VOD News | វីអូឌី ព័ត៌មាន,Cambodia,VOD English | Cambodia's News in English | KH: https://t.co/L5nGaMerij | EN: https://t.co/Nub4oB4Vud,2019-09-11 09:50:09,2511,36,72,True,2020-07-25,"The Health Ministry on Saturday reported 23 new #COVID19 cases and one recovery, bringing #Cambodia's total coronav… https://t.co/vqhSi5b7Pd","['COVID19', 'Cambodia']",TweetDeck,False,true information,health ministry saturday reported 23 new cases one recovery bringing total coronav,NEGATIVE,7,true information
🌊🌊Imajicka🌊🌊#Biden2020,Eastern United States,Scorpio. Lover of cats. Reader of books. They/Them #Witch #Pagan #Magick #Resist #VoteBlue #WearAMask #trumpVirus #Biden2020 #TeamJustice #Gestapotrump,2019-06-04 06:53:54,10138,10543,3771,False,2020-08-11,https://t.co/ZynfJKNSCp #resist #trumpvirus #covid19 Until the GOP are removed from office &amp; trump is secure in a j… https://t.co/uBxjEt50Ua,"['resist', 'trumpvirus', 'covid19']",Twitter Web App,False,unverified claim,gop removed office amp trump secure j,NEGATIVE,4,unverified claim
UN Women Arabic,Arab States,"هيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة تعمل لدعم احتياجات المرأة والفتاة حول العالم.  @UN_Women 
Regional Office for the Arab States",2015-03-20 17:35:53,28635,1240,7576,True,2020-08-12,"On Intl #YouthDay, feminist advocate @marwaazelmat,
 from #Morocco reflects on the implications of #COVID19 on gend… https://t.co/CpDHDtSne8","['YouthDay', 'Morocco', 'COVID19']",Twitter Web App,False,unverified claim,intl feminist advocate reflects implications gend,POSITIVE,21,unverified claim
Dan O'Neill,Co. Limerick ,"Action Through #Education • Love #Music, #EmploymentRelations, #HumanRights, #History, #Culture, #Nature, #Family • MA in #PublicAffairs • Insta: danloneill",2009-07-20 13:38:46,8134,4869,18046,False,2020-08-18,Churches &amp; other places of worship play an incredibly important role in giving many people (particularly older peop… https://t.co/KAAa8HBXYX,,Twitter for iPhone,False,true information,churches amp places worship play incredibly important role giving many people particularly older peop,POSITIVE,15,true information
Matt 4 EFTA 🇳🇴 🇮🇸 🇨🇭 🇱🇮🇬🇧,UK,Roman Catholic fan of death metal and Star Wars.   #basicincome #UBI #noshoesinthehouse #EFTA  🇽🇰 🇺🇦 🇹🇼,2018-04-16 17:00:20,2776,4995,167536,False,2020-08-04,How many Covid diagnoses are false positives? #COVID19 https://t.co/mRyopx5Ddh via @spectator,['COVID19'],Twitter for Android,False,misinformation,many covid diagnoses false positives via,NEGATIVE,2,misinformation
Star&Crescent,"Portsmouth, UK",Pompey people have a lot to say. We give them somewhere to say it. #Hyperlocal #SocEnt serving news and views to #Portsmouth.,2015-02-16 17:13:17,1849,2025,4207,False,2020-07-26,'Corona Warspeak has had serious consequences for the social and individual experience of the coronavirus crisis. I… https://t.co/dr9FICP1i3,,Twitter for Advertisers,False,true information,corona warspeak serious consequences social individual experience coronavirus crisis,NEGATIVE,7,true information
AAP Journals,"Itasca, IL",Original Research. Compelling Commentaries. Latest News. Journals of the American Academy of Pediatrics deliver up-to-date information on childrens health care.,2013-05-05 12:58:45,4216,145,410,False,2020-08-06,"Given the size and scope of both the economic and health effects of the current #COVID19 pandemic, authors examined… https://t.co/P8lOwxffrT",['COVID19'],TweetDeck,False,true information,given size scope economic health effects current pandemic authors examined,POSITIVE,1,true information
JustMeBeingMe,,"Opinions are my own. If you wanna know more about them, please ask & we can discuss them. Answers may surprise you. ""Do what is right, because it is right.""",2015-01-07 02:26:33,689,1028,36846,False,2020-07-28,"We just want the truth. We want to know that science is not being political. We want to know our families, friends,… https://t.co/BHJGJ1WABm",,Twitter for Android,False,true information,want truth know science political families friends,POSITIVE,16,true information
Tyna Narteh,,,2016-11-06 20:31:33,1992,937,5101,False,2020-07-27,"*Update No. 14: Measures taken to combat spread of Coronavirus.*

#PresidentAkufoAddoSpeaksOnCoronavirus
#COVID19… https://t.co/IeY2kLpOLK","['PresidentAkufoAddoSpeaksOnCoronavirus', 'COVID19']",Twitter for Android,False,true information,update 14 measures taken combat spread coronavirus,POSITIVE,7,true information
"Tatiana Prowell, MD","Baltimore, MD","Oncologist #JohnsHopkins & #FDA serving ppl w/ cancer in clinic, #MedEd, #DrugDevelopment, #policy, & #COVID19. #ASCO20 Ed Chair. #OslerPride #NavyWife #bcsm",2009-11-02 16:05:48,23198,5364,54846,True,2020-08-01,"""We refuse to sit by idly while our colleagues in other districts prepare for the school yr by making wills &amp; writi… https://t.co/dVxBPZk2Vs",,Twitter for iPhone,False,true information,refuse sit idly colleagues districts prepare school yr making wills amp writi,NEGATIVE,0,true information
Apple Daily HK 蘋果日報,Hong Kong,The most outspoken pro-democracy media in #HongKong. Founded by @JimmyLaiApple in 1995. English edition: https://t.co/lJtC6vQWKe App: https://t.co/WTTzlrDCtd,2009-09-02 05:15:28,452215,8,63,True,2020-07-28,"The #COVID19 pandemic was caused by the #CCP’s mistakes and its natural inclination to cover up problems, said Japa… https://t.co/7jJipYkksN","['COVID19', 'CCP']",TweetDeck,False,unverified claim,pandemic caused mistakes natural inclination cover problems said japa,NEGATIVE,1,unverified claim
Jason,Ontario,"When your cat has more baking soda than Ninja Turtles but your too punk to care. Gamer, Frisbee and sunshine these are a few of my favorite things. Metal!",2011-12-21 04:41:30,128,163,6000,False,2020-08-10,Now this is funny. #COVID19 https://t.co/P5RhSAYegu,['COVID19'],Twitter for Android,False,unverified claim,funny,POSITIVE,9,unverified claim
Julian Kendall,Abu Dhabi,"'Every passing minute is another chance to turn it all around' Cowardice is the most terrible of vices - red pill. 'Plus ça change, plus c'est la même chose'",2009-03-30 03:21:06,829,4996,45760,False,2020-08-11,@hula_grl In our neck of the woods Female Leadership is excelling in dealing with #COVID19. When comparing Australi… https://t.co/tYTRglCz9V,['COVID19'],Twitter Web App,False,true information,neck woods female leadership excelling dealing comparing australi,POSITIVE,21,true information
