user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text,sentiment,topic,misinformation_label
Thomas in Texas Wears a Mask,"Garland, TX",Gay Texan in the Loon Star State. My random tweets from the #Dallas Texas region,2009-07-12 23:50:21,7224,4615,60543,False,2020-08-01,"Just have a nasty sprain, hopefully better in a week or two, thanks everyone for the positive vibes, so thankful I… https://t.co/mb1V7w8tOC",,Twitter for iPhone,False,unverified claim,nasty sprain hopefully better week two thanks everyone positive vibes thankful,POSITIVE,1,unverified claim
LM Little,,"Community developer, researcher, facilitator, democracy defender, tai chi practitioner living with a beautiful land North of 60. NO LISTS PLEASE.",2011-10-11 19:38:38,720,178,8716,False,2020-08-08,@picardonhealth @cmusician @cbcmarkkelley @TheCurrentCBC Concern now is whether provincial/territorial leaders will… https://t.co/YhrylXxCbk,,Twitter Web App,False,unverified claim,concern whether provincial territorial leaders,NEGATIVE,1,unverified claim
KarinKB,Pacific Northwest,Trying to keep up.,2008-09-05 20:44:25,633,581,3198,False,2020-08-02,"Florida #COVID19 
7,104 new cases 
62 deaths
8,079 hospitalized

Florida’s #coronavirus totals, residents and non-r… https://t.co/dcRuRxscKQ","['COVID19', 'coronavirus']",Twitter Web App,False,unverified claim,florida 7 104 new cases 62 deaths 8 079 hospitalized totals residents non r,NEGATIVE,0,unverified claim
Phebe Baltazzi,"Athens, Greece","Mother of two, Musician, Maritime-Math Studies, French teacher.  (Jungian) Depth Psychology.  Tweets in Greek/French/English/Italian 
Birthday 03/10",2010-10-05 08:47:12,160,213,2936,False,2020-08-22,"Healthy and #empathetic behaviour during #COVID19
 Everyone has an opinion on back-to-school plans. Here's how to t… https://t.co/V5vDJtWe3b","['empathetic', 'COVID19']",Twitter Web App,False,true information,healthy behaviour everyone opinion back school plans,POSITIVE,1,true information
The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,2012-01-21 16:23:26,22669,109,91,True,2020-07-26,"#Breaking: #Rajasthan's #COVID19 cases tally rises to 35,909 with 611 new infections today till 1030 hours. The num… https://t.co/yXjBPkdVh7","['Breaking', 'Rajasthan', 'COVID19']",Twitter for Android,False,true information,cases tally rises 35 909 611 new infections today till 1030 hours num,NEGATIVE,0,true information
Jonathan Sugarman,My testimony at t Finance Comm,"In 2007 I resigned from my position as Risk Manager at UniCredit Bank (IRL) due to liquidity breaches. A year later, all Irish banks ran dry.",2010-11-29 15:13:53,10086,0,16009,False,2020-08-29,.@patflanagan1 writes about the sad joke that is #Ireland's government. @MichealMartinTD as HM @LeoVaradkar's puppe… https://t.co/QOCE48hQra,['Ireland'],Twitter for Android,False,unverified claim,writes sad joke government hm puppe,NEGATIVE,1,unverified claim
Su Mohan #VoteByMail🗳#WinBlue🗽#DemsWork4USA🇺🇸,Syracuse,"Mom, Wife, #WinBlue Strategist. Co-Founder, CFO: @DemsWork4USA. Strategic grassroots activism. Support #DemPartyPlatform. Help elect Democrats. Like,RT≠Endorse",2016-04-08 09:50:26,32484,26536,141880,False,2020-08-12,"#USA #CoronaVirusUSA #CoronaVirus #COVID19USA #Covid19
Coronavirus Cases: 5,305,957
Deaths: 167,749
Source: Worldom… https://t.co/e1PzPeXUfX","['USA', 'CoronaVirusUSA', 'CoronaVirus', 'COVID19USA', 'Covid19']",Twitter Web App,False,true information,coronavirus cases 5 305 957 deaths 167 749 source worldom,NEGATIVE,0,true information
Jimmy Kokinakes,"Kankakee, IL","There are no small audiences, only small comics.  http://t.co/kqZIgiqdRW",2014-05-31 18:52:32,1104,2071,8244,False,2020-08-10,@realDonaldTrump The ultimate RINO is @realDonaldTrump. The only party he's ever been loyal to is the Party of Trum… https://t.co/mRYuOwgJgO,,Twitter Web App,False,true information,ultimate rino party ever loyal trum,POSITIVE,1,true information
Brian Pincott,"Winnipeg, Manitoba","Wannabe Winnipegger, Calgarian, Maritimer, Quebecois. Canadian. Traditional territory of Treaty 1 Nations & Homeland of the Metis. Cis. He/Him",2009-07-09 01:33:52,8995,1508,29275,False,2020-08-18,"Let’s see: They went into full lockdown for two months. Then, they slowly re-opened. 8 months later: Wuhan Wave!… https://t.co/VBg2qpz884",,TweetDeck,False,true information,let see went full lockdown two months slowly opened 8 later wuhan wave,NEGATIVE,0,true information
chilternbear,,Currently C. O. Welfare Worldwide. Animal welfare. Rugby and fungi tolerant.,2017-07-08 16:46:59,686,372,26073,False,2020-08-16,When we have finally found a cure for #COVID19 we should start work on a vaccine for radish addiction! https://t.co/RFhpSESnUT,['COVID19'],Twitter for iPad,False,true information,finally found cure start work vaccine radish addiction,NEGATIVE,0,true information
Global News Thailand 🇹🇭,กำแพงมีหู ประตูมีตา ,🏳️‍🌈😎ATHEIST☕☮📡🌐NewsGeek📰📱TechGeek🖨🏁Motorsport🏎 Music💿🎛80's🎼💃♒Comedy🎭🍴🧀Wine🍷🛫Aviation💺⛵🗺Travel🚞COOLJAPAN♨🏝Photography🏔Pro-Choice⚖Pro-Euthanasia⚕☯️ GEN X 🥃🇦🇺,2011-11-24 04:32:25,5486,6029,111332,False,2020-08-13,The @WHO Wants to Review The Results of #Russia's #COVID19 Vaccine Trials @ScienceAlert  https://t.co/vuMdM2l9xD,"['Russia', 'COVID19']",Twidere for Android,False,unverified claim,wants review results vaccine trials,NEGATIVE,0,unverified claim
Viral_Jharsuguda,"Jharsuguda, India",The one you trust,2020-04-27 12:23:16,776,13,504,False,2020-08-12,"#Odisha #COVID19 tally crosses 50,000-mark!!
1876 new #COVID19 cases in last 24 hours; 1182 from quarantine centres… https://t.co/dEbdpYCbhO","['Odisha', 'COVID19', 'COVID19']",Twitter for Android,False,true information,tally crosses 50 000 mark 1876 new cases last 24 hours 1182 quarantine centres,POSITIVE,0,true information
StoryTagger,"Brighton, England","The video learning platform that amplifies the human story
Designed by @LearnerLab.",2017-12-13 10:36:26,302,406,872,False,2020-08-13,‘We're in a similar situation to what international students have been in for a long time. A student in Hong Kong c… https://t.co/b5rVrF7vYi,,HubSpot,False,true information,similar situation international students long time student hong kong c,NEGATIVE,1,true information
Medscape,New York,"Medscape provides breaking medical news and expert perspectives, drug and disease information, and free CME across 30+ medical specialties.",2008-10-21 19:26:01,205594,40131,2132,True,2020-08-29,"#COVID19 rates in prisons far higher than in general population.
https://t.co/RQTtcrrJmv https://t.co/WJRR3xSUcc",['COVID19'],Sprinklr Publisher,False,true information,rates prisons far higher general population,NEGATIVE,0,true information
Brian Mills,"New York, NY","Consults on #UX, #productdesign, #humanfactors, #usability, #contentstrategy, and helped lead @UXPA_Int. #Design with clarity and #empathy. Let's talk!",2010-04-21 12:46:05,447,275,163,False,2020-07-29,#NYT: We’ll Be Wearing #Masks for a While. Why Not Make Them Nice?  #covid19 #design https://t.co/tkwQjLgroL,"['NYT', 'Masks', 'covid19', 'design']",Buffer,False,true information,wearing make nice,POSITIVE,1,true information
Sandhya Koushika Lab,"Mumbai, India","Cellular neurobiologists @TIFRScience Mumbai, who love genetics, live imaging and worms. Science is fun, let's go exploring. Many tweets by Sandhya Koushika.",2018-02-13 06:59:58,2535,525,2493,False,2020-07-25,"75% of emerging diseases have come from animals, WE MUST pay attention to deforestation &amp; climate change. 

Prepare… https://t.co/nnYp5z1ljo",,Twitter Web App,False,true information,75 emerging diseases come animals must pay attention deforestation amp climate change prepare,NEGATIVE,0,true information
SOLOMON AGBATOR,Lagos,#Life Coach #Public Speaker #Mentor. #Leadership #Activist #Liverpool FC #RSD Officer #UNHCR #NCFRMI #Law #Refugee #int'l Protection #bloger/ https://t.co/fJvNGnkATV,2011-07-19 11:57:07,352,291,1326,False,2020-08-11,"Essential Federal workers to resume work from 8am-4pm daily- FG
https://t.co/bZBYleEMyU

#COVID19 #Resume #BREAKING… https://t.co/wNhWP0Lpyc","['COVID19', 'Resume', 'BREAKING']",Twitter for Android,False,true information,essential federal workers resume work 8am 4pm daily fg,NEGATIVE,1,true information
M Velia Antonini,ICU Italy,"CCN, Perfusionist/Sonographer
SoMe editor @ELSOOrg @yourICM
@ECMOed #ECMO Education taskforce
@EuroELSO Steering C
SoMe team @ESICM @asaiojournal @Fluid_Academy",2011-02-09 09:40:21,6218,918,12794,False,2020-08-18,Keynote address by Prof Fraser @CCRG_Research @APELSOorg at #ELSO2020 virtual @ELSOOrg meeting: his network facilit… https://t.co/gPk9Q8Rfz7,['ELSO2020'],Twitter Web App,False,true information,keynote address prof fraser virtual meeting network facilit,POSITIVE,1,true information
Ryan Ralphs #KBF,Lockdown,"Free Speech & the truth is the only agenda we need. 
 Always question the narrative and keep an open mind 🧐",2012-02-24 18:34:49,937,1183,2421,False,2020-08-02,"Why if a death is registered with both influenza and #COVID19 is it recorded as a Covid death? 
Pneumonia is also a… https://t.co/VgIYflfjY5",['COVID19'],Twitter for Android,False,true information,death registered influenza recorded covid pneumonia also,NEGATIVE,0,true information
TerryAdirimMD,Florida/Maryland,"Health Policy * Public Health * COVID19 Pandemic Expert
Pediatric Emergency Physician & Health Care Executive 
Views do not represent my employer.",2014-06-10 14:51:07,4515,1665,8331,True,2020-08-10,"BREAKING:  Florida reports 4,247 new #COVID19 cases and 91 deaths - a new low since the beginning of the this part… https://t.co/Mqjv6GfPI4",['COVID19'],Twitter Web App,False,true information,breaking florida reports 4 247 new cases 91 deaths low since beginning part,NEGATIVE,0,true information
Sun Direct,India,Sun Direct DTH provides non-stop entertainment with 400+ channels & regional packs in several languages to choose from at an affordable price.,2014-07-09 10:44:38,10870,2105,496,True,2020-07-27,"If you have even a smallest of symptoms like cough, sore throat or fever it is better to self-isolate yourself and… https://t.co/d5ctBYlOSy",,Twitter for Android,False,true information,even smallest symptoms like cough sore throat fever better self isolate,NEGATIVE,0,true information
