user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,cleaned_text,sentiment,topic,misinformation_label
Chimére L. Smith,"Baltimore, MD",Middle School ELA; Reader; Lover of Cake; COVID-19 Survivor.,2010-08-17 22:29:07,538,416,416,False,2020-08-30,"Ok, #COVID19 Long Haulers, since most of the time we must rest, watch the first season of #TheBoys. It is such a go… https://t.co/yyV6QGj1sf","['COVID19', 'TheBoys']",Twitter for iPhone,False,ok long haulers since time must rest watch first season go,POSITIVE,1,true information
www.THEPIGEONEXPRESS.com,online,The Pigeon Express @PigeonExpress_ || News Feed Loop,2018-10-30 05:54:46,1034,110,4109,False,2020-08-08,Venezuelans who break coronavirus rules made to sit under the sun. #Venezuela #Caracas #Tachira #Sun #Coronavirus… https://t.co/j96iokKOVS,"['Venezuela', 'Caracas', 'Tachira', 'Sun', 'Coronavirus']",TweetDeck,False,venezuelans break coronavirus rules made sit sun,NEGATIVE,0,unverified claim
99X Technology,"Colombo, Sri Lanka","A leading software engineering company headquartered in Colombo, Sri Lanka with offices in Oslo, Norway, serving established and start-up ISVs",2010-02-25 12:04:16,3098,226,512,False,2020-07-28,"""Our priorities throughout the pandemic have been the safety and wellbeing of our people, and to save every job by… https://t.co/YqwDdfqZ2Z",,Twitter Web App,False,priorities throughout pandemic safety wellbeing people save every job,POSITIVE,0,true information
Claudia Mellenthin🇨🇭,"Schmitten (FR), Freiburg","Primary care, with my patients leading their treatment. Clinical teacher, pancreatic cancer research, pancreatic cancer awareness.",2015-03-25 18:49:02,1063,1363,11989,False,2020-08-18,"I really love towns, and I love public transport. I have a GA, a ticket for all of 🇨🇭for a year. #COVID19 has chang… https://t.co/1VRw3QTA91",['COVID19'],Twitter for iPhone,False,really love towns public transport ga ticket year chang,POSITIVE,1,true information
NANCY,USA,FORMERLY W/@9NEWS★OPINIONS ARE MINE★PATRIOT★ProLife★2A★ MAGA★NAVY★Schoolw/Øbama★ RETWEETS Go GLOBAL👍🏼-FAVES R NOT SEEN ➖FB: @PragerU @GenFlynn et al,2012-01-04 02:38:05,92075,48242,67012,False,2020-08-01,"@doug_dd @SaraCarterDC Before you start accusing Sara read this.

These tests were UNOPENED and were returned as al… https://t.co/HeOkmg6P7h",,Twitter for iPad,False,start accusing sara read tests unopened returned al,NEGATIVE,2,unverified claim
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,510,1,0,False,2020-08-18,"174 new cases and 10 new deaths in Canada 

[19:15 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,174 new cases 10 deaths canada 19 15 gmt,NEGATIVE,2,true information
EmpTunes On iTunes,UK,Available On All Music Streaming Sites,2012-03-30 02:00:52,348,58,104,False,2020-08-13,In The Doom Days Of #COVID19 And Other Troubles There Is A Song Produced For You To Meditate For Solutions... https://t.co/guvtdVDVXA,['COVID19'],IFTTT,False,doom days troubles song produced meditate solutions,NEGATIVE,1,true information
Jarrod J. Cain,,Why is this section so hard to fill out?,2014-04-22 19:40:21,25,63,237,False,2020-07-28,The CEOs are going rabid! @realDonaldTrump Please help us middle class hard and educated workers who are being laid… https://t.co/CZ0hgLASrj,,Twitter for Android,False,ceos going rabid please help us middle class hard educated workers laid,NEGATIVE,0,unverified claim
Tiger and Kitten,Reality,"We do 2 or 4 wheels.
One wheel proved unsuccessful. Repeatedly.
So don't let your ambitions outweigh your talent.
Views are through our helmet visors.",2011-12-22 08:35:55,440,3139,2056,False,2020-08-22,"@sunrainmakerain @DanielAndrewsMP He *might* be right from a purely scientific theory perspective, but the world is… https://t.co/1PFX4evync",,Twitter for Android,False,might right purely scientific theory perspective world,POSITIVE,0,unverified claim
Nine News Sydney,"Sydney, Australia",Sydney's No.1 News with @PeterOverton and @GeorgieG. Nightly at 6.00pm on @Channel9. #9News,2010-07-28 05:48:13,124737,395,769,True,2020-08-14,"Prime Minister Scott Morrison has apologised for governmental failures in tackling the #COVID19 pandemic, but has b… https://t.co/WhGLr7ef9A",['COVID19'],TweetDeck,False,prime minister scott morrison apologised governmental failures tackling pandemic b,NEGATIVE,0,true information
PharmaState,"Delhi, India","The Online Ecosystem of the Pharmaceutical Industry
for Discussions, Jobs, Pharma News & Updates, Professional Profile display space, B2B & much more...",2016-07-28 17:39:45,375,117,0,False,2020-07-28,"Coronavirus19 / COVID19 Update | 28 July 2020
Follow #PharmaState Page &amp; get Covid-19 Exclusive Updates!… https://t.co/e6WCB1wXym",['PharmaState'],Twitter Web App,False,coronavirus19 covid19 update 28 july 2020 follow page amp get covid 19 exclusive updates,NEGATIVE,0,true information
BenHillCountyEMA,"Fitzgerald, GA",,2018-10-09 21:13:01,12,17,0,False,2020-08-10,"Here is an update from the CDC on COVID19 - August 10 2020 12:22:01

https://t.co/Rn4qqfHW8U

#COVID19… https://t.co/jHl9VTGSG1",['COVID19'],Zapier.com,False,update cdc covid19 august 10 2020 12 22 01,NEGATIVE,0,unverified claim
PIB in Mizoram,"Mizoram, India","Official Twitter account of Press Information Bureau, Government of India, Mizoram, Aizawl.",2017-10-20 08:54:10,3617,117,111,True,2020-08-22,"#Mizoram: 8 new #Covid19 positive cases detected during last 24 hrs.

Total Cases 903
Cured/Discharged 420
Active Cases 483","['Mizoram', 'Covid19']",Twitter for Android,False,8 new positive cases detected last 24 hrs total 903 cured discharged 420 active 483,NEGATIVE,2,true information
moneycontrol,Mumbai,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",2009-08-26 07:55:29,889138,285,980,True,2020-07-28,"""With respect to therapeutics... I think over the next couple of weeks, we'll have some really very good things to… https://t.co/IpDNliW4Wf",,Twitter Web App,False,respect therapeutics think next couple weeks really good things,POSITIVE,1,true information
ATF Vile Parle,"Mumbai, India",Our goal is to get folks to a healthier place!,2016-09-14 10:24:50,48,60,10,False,2020-08-22,#happyganeshchaturthi #anytimefitness #anytimefitnessvileparle #anytimefitnessindia #gettoahealthierplace… https://t.co/xMfIih2Aif,"['happyganeshchaturthi', 'anytimefitness', 'anytimefitnessvileparle', 'anytimefitnessindia', 'gettoahealthierplace']",Instagram,False,,POSITIVE,1,LABEL_UNKNOWN
Brown Butler Chartered Accountants,"Leeds, England","Formed in 1919, we are proactive accountancy and tax specialists advising and supporting UK business owners and accountants.",2018-12-07 11:39:15,166,128,116,False,2020-08-12,"#COVID19 - UK officially in #recession for first time in 11 years

https://t.co/yCd4uhWXbz","['COVID19', 'recession']",Hootsuite Inc.,False,uk officially first time 11 years,POSITIVE,2,true information
