user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,cleaned_text,sentiment,topic,misinformation_label
Stacy Butler,"Tucson, AZ","Director, Innovation for Justice, Univ. of Ariz. Law.  Tweets are my own.",2017-09-27 16:16:49,636,337,1106,False,2020-07-25,Talking to ⁦@WBUR⁩ about the 17-28 million renter households at risk of #eviction during #COVID19.… https://t.co/VozL99cJ7g,"['eviction', 'COVID19']",Twitter for iPhone,False,talking 17 28 million renter households risk,NEGATIVE,76,unverified claim
Satya Prakash Dash,"ad-interim pause in Berlin, DE","Founding Team @BIRAC_2012, Board @venture_center FoundingDirector @PATHtweets ImpactLab Designed 15 natl prog #BIG #SPARSH #SIIP #BioNEST #BREC #BRIC #AcE #SEED",2009-07-26 22:09:10,1045,807,1,False,2020-08-08,"I love the #GIF! &amp; great messaging @Centogene 
#TestBeforeYouTravel #COVID19 https://t.co/MMqyHMJWP5","['GIF', 'TestBeforeYouTravel', 'COVID19']",Twitter Web App,False,love amp great messaging,POSITIVE,1,unverified claim
Sheikh Jahangir,Jammu And Kashmir ,Writter | Content creator | Speaker | Media | Social Works | Management | Tweets and views are purely personal!,2017-01-23 11:39:03,1277,380,3296,False,2020-08-17,"On his birthday,the cop @AskSheikhAadil deserve every respect by making decent efforts during fear season of… https://t.co/YYpRxNQhu2",,Twitter for Android,False,birthday cop deserve every respect making decent efforts fear season,NEGATIVE,63,true information
"Sam Bayat, Esq.",Dubai (U.A.E.),"Corporate migration, Int'l residence & citizenship specialist, solving problems & creating solutions.",2010-06-09 03:32:45,27943,441,1384,False,2020-07-28,"It is unclear until now what the pandemic is leading to

https://t.co/oM5gYZkGnl

#COVID19 #Pandemic #Economics","['COVID19', 'Pandemic', 'Economics']",Twitter Web App,False,unclear pandemic leading,NEGATIVE,2,unverified claim
Erica,"South Florida, USA",Mom. From North Jersey. Living in So. FL. Smartass. Work in progress. NYG. NYY. WVU.,2014-10-12 20:38:21,2383,4113,123739,False,2020-08-01,My own piece of paradise. At least I have nice view while stuck at home. My backyard/mini-jungle. #SouthFlorida… https://t.co/LPo7o8RrS1,['SouthFlorida'],Twitter for Android,False,piece paradise least nice view stuck home backyard mini jungle,NEGATIVE,103,unverified claim
Dushyant Vachhani,,,2010-02-11 00:42:17,33,44,35,False,2020-08-14,@btswluv5 @ot7pinz_ Do in person #EarlyVoting (able &amp; willing) as it gets counted on Nov-3 EOD. e.g. #Florida's ear… https://t.co/kVAn8lsSaO,"['EarlyVoting', 'Florida']",Twitter Web App,False,person able amp willing gets counted nov 3 eod e g ear,NEGATIVE,1,true information
Elizabeth,,List=Immediate Block ! Blocked by Dana Loesch,2016-03-06 02:18:28,516,659,43931,False,2020-08-07,"A new record !!! @realDonaldTrump 160,000 dead Americans from #COVID19 &amp; still you FAIL to implement a national pol… https://t.co/oGSx37Ktmk",['COVID19'],Twitter for iPhone,False,new record 160 000 dead americans amp still fail implement national pol,NEGATIVE,1,true information
Joe Waiganjo,,Web Developer and Designer,2018-08-11 19:53:05,166,819,3705,False,2020-08-02,#EmailMarketing #BBNaijaLockdown   #COVID19  #website #SmallBusiness #StartUp #Entreprise #Entrepreneur #Mompreneur… https://t.co/5s98tjA7YX,"['EmailMarketing', 'BBNaijaLockdown', 'COVID19', 'website', 'SmallBusiness', 'StartUp', 'Entreprise', 'Entrepreneur', 'Mompreneur']",Twitter Web App,False,,POSITIVE,7,LABEL_UNKNOWN
Malcolm Cesar,Atlanta,Creator of The Super Affiliate Bizleads Automation Summit,2019-10-25 23:55:32,138,269,61,False,2020-07-27,PART 1: It’s been a crazy year so far with all of this COVID-19 stuff and there are plenty of challenges for everyo… https://t.co/pWandzBK0m,,Twitter Web App,False,part 1 crazy year far covid 19 stuff plenty challenges everyo,POSITIVE,28,unverified claim
The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,2012-01-21 16:23:26,22663,109,91,True,2020-07-25,"#CoronaVirusPaksitan: #Pakistan reported 1,487 new #COVID19 cases in the last 24 hours, taking the nationwide tally… https://t.co/azfBp39JlM","['CoronaVirusPaksitan', 'Pakistan', 'COVID19']",Twitter Web App,False,reported 1 487 new cases last 24 hours taking nationwide tally,NEGATIVE,4,true information
Mike,USA,Veteran US Navy Hospital Corpsman. Parler ID: mikeandersonsr #maga,2010-01-14 20:36:18,64902,61874,85098,False,2020-08-12,"I’ve noticed a new #COVID19 claim by liberals now that the mortality rate is below the flu, and recovery is &gt;98%.… https://t.co/rjfbcqXA6T",['COVID19'],Twitter for iPhone,False,noticed new claim liberals mortality rate flu recovery gt 98,NEGATIVE,43,unverified claim
Thaba Lodge Black Rhino Reserve,BlackRhino Reserve Pilanesberg,Private Self-catering luxury 10 sleeper safari lodge with professionally guided game drives included in the Black Rhino Pilanesberg Big 5 game reserve,2018-09-14 14:10:55,217,580,6716,False,2020-08-13,"We are ready to share our beautiful lodge with you😊 

Contact info@thabalodge.co.za 
 
#Level2 #COVID19… https://t.co/FdoOr3azWl","['Level2', 'COVID19']",Twitter for iPhone,False,ready share beautiful lodge contact info co za,POSITIVE,89,unverified claim
www.THEPIGEONEXPRESS.com,online,The Pigeon Express @PigeonExpress_ || News Feed Loop,2018-10-30 05:54:46,1034,110,4109,False,2020-08-08,Venezuelans who break coronavirus rules made to sit under the sun. #Venezuela #Caracas #Tachira #Sun #Coronavirus… https://t.co/j96iokKOVS,"['Venezuela', 'Caracas', 'Tachira', 'Sun', 'Coronavirus']",TweetDeck,False,venezuelans break coronavirus rules made sit sun,NEGATIVE,131,unverified claim
Dr. Thomas Wilckens,"München, Bayern","MD #PrecisionMedicine leader: Changing the way we diagnose, treat and eventually prevent disease #Innovation #Healthcare #Medicine #MachineLearning #AI #omics",2013-10-22 14:46:04,3562,3135,10611,False,2020-07-27,Missed it: Did #herdimmunity' change the course of the outbreak? #coronavirus #pandemic #covid19… https://t.co/bv6x155DiY,"['herdimmunity', 'coronavirus', 'pandemic', 'covid19']",Buffer,False,missed change course outbreak,NEGATIVE,69,unverified claim
Rudi Holtzhausen,Cape Town,Experienced Clinical Nursing Specialist Passionate about advancing healthcare & HCP & HCW safety Humanitarian Global Health Fellow Ebola outbreak volunteer 🇿🇦,2009-11-21 09:12:59,192,483,620,False,2020-08-02,"Gloves &amp; medical masks is not for the public #COVID19 Physical distancing, cough etiquette,  (respiratory protectio… https://t.co/LLJZH1W3zG",['COVID19'],Twitter for Android,False,gloves amp medical masks public physical distancing cough etiquette respiratory protectio,NEGATIVE,204,true information
TREK WITH BEK PROJECT,"Clearwater, Florida","trek & connect w/ 💧stories & solutions that spans the globe | eco & 💧solutions strategist | clearwater, fl",2017-11-05 14:17:16,31,91,29,False,2020-07-27,"JULY UPDATES

Explore more ⬇️
https://t.co/A36cDfbaV0

-Bek, Eco &amp; Water Solutions Strategist 

😷🦠🚱🚰💧🇺🇸🌍
#COVID19… https://t.co/m5X0hnHFZ3",['COVID19'],Twitter Web App,False,july updates explore bek eco amp water solutions strategist,POSITIVE,1,true information
@Hibob_hr,"New York, London, and Tel Aviv","#sayhitobob, the #peoplemanagement platform #HRIS that drives remote culture and engagement #hrtech #EmployeeEngagement",2015-11-02 10:57:03,1998,2298,3570,False,2020-08-17,"Many changes are happening right now, and employees all over the world want to know what will happen next. Here are… https://t.co/4yPLADR0Yq",,Oktopost,False,many changes happening right employees world want know happen next,POSITIVE,31,true information
Adrienne G 😷🏠🧴🧼,"Hertfordshire & Wiltshire, UK","Travelbug, cyclist and bookaholic. Like dogs too.",2009-04-07 18:31:04,298,2041,7043,False,2020-08-22,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/v5JaJFbRlk",['COVID19'],Twitter for iPad,False,help slow spread identify risk cases sooner self reporting symptoms daily even,NEGATIVE,36,true information
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,2010-07-13 21:58:05,26112,26032,2,False,2020-07-28,"ALERT: Portland: Riots hit 60th consecutive night as mayor keeps
fighting feds – and shootings and stabbings break… https://t.co/f8pluI64UC",,GlobalPandemic.NET,False,alert portland riots hit 60th consecutive night mayor keeps fighting feds shootings stabbings break,NEGATIVE,19,true information
Al Arabiya English,Dubai,The Arab world’s leading source of global news and opinion.,2009-02-28 08:31:32,853292,41,1,True,2020-08-01,"At least 33 crew members confined on a #Norwegian cruise ship have tested positive for the new #coronavirus, the co… https://t.co/j1nUmKqZLX","['Norwegian', 'coronavirus']",Sprinklr,False,least 33 crew members confined cruise ship tested positive new co,NEGATIVE,118,true information
EmpTunes On iTunes,UK,Available On All Music Streaming Sites,2012-03-30 02:00:52,348,58,104,False,2020-08-13,In The Doom Days Of #COVID19 And Other Troubles There Is A Song Produced For You To Meditate For Solutions... https://t.co/guvtdVDVXA,['COVID19'],IFTTT,False,doom days troubles song produced meditate solutions,NEGATIVE,12,true information
Jarrod J. Cain,,Why is this section so hard to fill out?,2014-04-22 19:40:21,25,63,237,False,2020-07-28,The CEOs are going rabid! @realDonaldTrump Please help us middle class hard and educated workers who are being laid… https://t.co/CZ0hgLASrj,,Twitter for Android,False,ceos going rabid please help us middle class hard educated workers laid,NEGATIVE,104,unverified claim
Nine News Sydney,"Sydney, Australia",Sydney's No.1 News with @PeterOverton and @GeorgieG. Nightly at 6.00pm on @Channel9. #9News,2010-07-28 05:48:13,124737,395,769,True,2020-08-14,"Prime Minister Scott Morrison has apologised for governmental failures in tackling the #COVID19 pandemic, but has b… https://t.co/WhGLr7ef9A",['COVID19'],TweetDeck,False,prime minister scott morrison apologised governmental failures tackling pandemic b,NEGATIVE,2,true information
AUTODOCUMENT,"Lagos, Nigeria","Vehicle particulars facilitation and delivery.
Vehicle sales.
contact: 09053030471
location: Alausa, Ikeja.",2020-06-19 20:53:57,110,142,82,False,2020-08-12,"@Otunbakush1 Let get your vehicle papers done and delivered to your place of convenience
We got you covered.
We are… https://t.co/BDpAwRVGeQ",,Twitter for Android,False,let get vehicle papers done delivered place convenience got covered,NEGATIVE,89,true information
TekFiz,World wide,"TekFiz covers the latest news on science, technology, gaming, and digital culture, addressing the largest context from a global perspective.",2010-03-24 12:14:11,1083,1016,36,False,2020-08-18,#WHO warns that young people are spreading #COVID19 https://t.co/XgeQpUsLBm via @tek_fiz,"['WHO', 'COVID19']",Twitter Web App,False,warns young people spreading via,NEGATIVE,0,unverified claim
PIB in Mizoram,"Mizoram, India","Official Twitter account of Press Information Bureau, Government of India, Mizoram, Aizawl.",2017-10-20 08:54:10,3617,117,111,True,2020-08-22,"#Mizoram: 8 new #Covid19 positive cases detected during last 24 hrs.

Total Cases 903
Cured/Discharged 420
Active Cases 483","['Mizoram', 'Covid19']",Twitter for Android,False,8 new positive cases detected last 24 hrs total 903 cured discharged 420 active 483,NEGATIVE,4,true information
Abdulkadir Nasidi,"Abuja, Nigeria. ","#Energy Entreprenure|#Leadership|
#Founder/CEO, @Carvenservice |#BDSP|#Wannem shina Nne uzo|#Eko oni Baje♡|",2013-09-18 20:02:54,3662,3583,130689,False,2020-08-11,"#SchoolsMustShutdown
If schools remain closed much longer, eventually parents will have to invent the #COVID19 vacc… https://t.co/k9fJ8CuYMs","['SchoolsMustShutdown', 'COVID19']",Twitter for Android,False,schools remain closed much longer eventually parents invent vacc,NEGATIVE,0,unverified claim
leaveifyoucan,,,2019-03-20 20:00:41,2322,2320,4,False,2020-08-08,Trump's plan to get #COVID19 under control is in the mail.,['COVID19'],Twitter Web App,False,trump plan get control mail,NEGATIVE,125,unverified claim
ATF Vile Parle,"Mumbai, India",Our goal is to get folks to a healthier place!,2016-09-14 10:24:50,48,60,10,False,2020-08-22,#happyganeshchaturthi #anytimefitness #anytimefitnessvileparle #anytimefitnessindia #gettoahealthierplace… https://t.co/xMfIih2Aif,"['happyganeshchaturthi', 'anytimefitness', 'anytimefitnessvileparle', 'anytimefitnessindia', 'gettoahealthierplace']",Instagram,False,,POSITIVE,7,LABEL_UNKNOWN
Brown Butler Chartered Accountants,"Leeds, England","Formed in 1919, we are proactive accountancy and tax specialists advising and supporting UK business owners and accountants.",2018-12-07 11:39:15,166,128,116,False,2020-08-12,"#COVID19 - UK officially in #recession for first time in 11 years

https://t.co/yCd4uhWXbz","['COVID19', 'recession']",Hootsuite Inc.,False,uk officially first time 11 years,POSITIVE,202,true information
Brian H. Gill,central Minnesota,"Writer, blogger, artist: in the heart of Darkest Minnesota. Catholic convert, husband, father of 4 surviving kids. Recovering English teacher.",2009-02-25 02:40:20,1249,958,1803,False,2020-07-25,"""COVID-19 and Minnesota Masks"" https://t.co/PbSP6ejq23 A quick look at Emergency Executive Order 20-81, conspiracy… https://t.co/BLb5mQZmMj",,Hootsuite Inc.,False,covid 19 minnesota masks quick look emergency executive order 20 81 conspiracy,NEGATIVE,38,unverified claim
Alyssa K,"Philadelphia, PA",Public health nerd who believes healthcare is a human right. All opinions here are my own.,2009-05-26 15:37:55,408,1218,3361,False,2020-08-01,Where are y’all getting quarters right now? A coin shortage in a global pandemic is rough for people with coin laun… https://t.co/OVvmJCeEMb,,Twitter for iPhone,False,getting quarters right coin shortage global pandemic rough people laun,NEGATIVE,261,true information
Arirang News,대한민국 서울,Your Daily Source For Korean & Global News,2016-10-04 07:58:41,7442,14,6744,True,2020-08-22,"▪ TRAINEE DOCTORS STRIKE

Trainee doctors protest against plan to increase number of medical students

#COVID19… https://t.co/9GOkOkOWXt",['COVID19'],Twitter Media Studio,False,trainee doctors strike protest plan increase number medical students,NEGATIVE,19,unverified claim
Rich Tehrani,"Trumbull, CT",CEO TMC: #Futurist #Influencer #Keynote #Speaker #Cloud #IoT #Blockchain #Cybersecurity #VoIP #CRM #UCaaS #BigData #Analytics #AI #MachineLearning #SDWAN #IIoT,2007-04-30 14:30:41,25461,25004,28956,False,2020-07-25,"Face Masks Shouldn’t Be an Option https://t.co/EIn4sLKdG5

#pandemictech @news_pandemic #CoronaVirus… https://t.co/ngIuKbLe0C","['pandemictech', 'CoronaVirus']",Buffer,False,face masks option,NEGATIVE,95,true information
FXNewsSports,"Knoxville, Tennessee","Breaking News, the Best Sports Shows and everything Tennessee Sports - H.S. to Professional! | Created by UTK Alumni. #VFL #Vols #GB🍊",2012-08-19 15:47:48,2605,460,5345,False,2020-08-30,"@littllemel It's about the #Election2020 - not health. @realDonaldTrump 
RETWEET THIS FULL DATA SHEET, WITH BREAKDO… https://t.co/OMjgjQKGd6",['Election2020'],Twitter Web App,False,health retweet full data sheet breakdo,NEGATIVE,10,true information
New Delhi Times,"New Delhi, India","New Delhi Times, the most authentic source of news from India since 1991.",2013-02-26 09:00:36,188423,195,10,True,2020-08-17,"National Geospatial Intelligence Agency solicits proposals to counter future pandemics
By @_Himansh_
#USA… https://t.co/d5wFvIzTbb",['USA'],WordPress.com,False,national geospatial intelligence agency solicits proposals counter future pandemics,POSITIVE,2,true information
Free Malaysia Today,"ÜT: 3.099457,101.681025",Free and Independent #FMTNews,2010-01-05 16:17:15,154808,2,0,False,2020-08-30,Researchers say Brazil's outbreak is advancing at a slow but steady pace. #FMTNews #Covid19  https://t.co/SNZuDDZ4a2,"['FMTNews', 'Covid19']",Twitter Web App,False,researchers say brazil outbreak advancing slow steady pace,NEGATIVE,69,true information
Rajnarayan Vishwakarma,"Mumbai, India",Freelance Web Developer/Designer & also Web #Journalist,2010-01-21 07:32:17,24,121,577,False,2020-07-28,The production of the Oxford coronavirus vaccine named Covidshield—one of the frontrunner #COVID19 vaccine candidat… https://t.co/pTEee7copv,['COVID19'],Twitter for Android,False,production oxford coronavirus vaccine named covidshield one frontrunner candidat,NEGATIVE,3,true information
Dushyant Vachhani,,,2010-02-11 00:42:17,33,44,35,False,2020-08-14,@mm_schill @ThinkUpstream @NaomiKritzer Do in person #EarlyVoting (able &amp; willing) as it gets counted on Nov-3 EOD.… https://t.co/qbo0WsQr1S,['EarlyVoting'],Twitter Web App,False,person able amp willing gets counted nov 3 eod,NEGATIVE,1,true information
🏙🥂Carrie (Carol) Bell 🥂🌃,"Wentworth, Surrey","Champagne/EnglishSparkling/fine wine/fine dining blogger: Celebrated Property Professional/Liveryman; travel/sailing/rugby enthusiast, - WSET L2/3. Views my own",2011-08-11 15:35:56,765,1177,22154,False,2020-07-25,To those still thinking that their belief in their God and the power of prayer will save them from #COVID19 - it wo… https://t.co/TPSJIMAieB,['COVID19'],Twitter for iPad,False,still thinking belief god power prayer save wo,NEGATIVE,11,unverified claim
Awoniyi oluasanmi samson,,Multilevel network marketer,2020-06-25 10:12:09,1,2,3,False,2020-07-28,"I will promote and share your link to 300m facebook, tumble, linkedin, twitter audience
  kindly click on the link… https://t.co/rs8I1ymUCT",,Twitter Web App,False,promote share link 300m facebook tumble linkedin twitter audience kindly click,NEGATIVE,10,unverified claim
Healthy Sandwell,"Sandwell, West Midlands","Healthy Sandwell is part of Sandwell Council’s public health team. Our aim is to get #Sandwell healthier and happier, and to keep people well for longer.",2014-07-31 14:15:31,1816,456,3768,False,2020-08-12,"To help stop the spread of #COVID19, avoid close contact with anyone you don't live with &amp; wash your hands regularl… https://t.co/IM4HJ3za78",['COVID19'],Twitter Web App,False,help stop spread avoid close contact anyone live amp wash hands regularl,NEGATIVE,58,true information
Nine News Gold Coast,"Surfers Paradise, Gold Coast",Gold Coast's Number 1 Television News. Email stories to goldcoastnews@nine.com.au or call (07) 5579 1900.,2009-04-24 01:52:23,38614,472,2103,True,2020-07-27,"Thousands of protesters are vowing to march in the CBD tomorrow, despite the Supreme Court blocking the demonstrati… https://t.co/WtZA1Y8f69",,Hootsuite Inc.,False,thousands protesters vowing march cbd tomorrow despite supreme court blocking demonstrati,POSITIVE,19,unverified claim
Amit Arya,"Mississauga-Treaty 13a, ON🇨🇦","Palliative Care MD. Board Member @CSPCP_SCMSP & @OntarioHealthC. Faculty @MacHealthSci & @UofTMedicine. Personal account, my views. https://t.co/VsrrXQ2vkD",2015-02-03 14:25:34,2464,567,27659,False,2020-07-27,"@CollettPSmall @caregiving @joyous55 @Priorhockey I have heard the same.  Absolutely terrifying, for sure!  There n… https://t.co/VvEWPNC5eK",,Twitter Web App,False,heard absolutely terrifying sure n,POSITIVE,63,true information
Paula Marttila,,“All that is necessary for the triumph of evil is that good men do nothing”: E. Burke. #WomenInTech #MeToo #GenderEquality #Democracy 🇫🇮 🇸🇪,2008-08-17 20:40:17,4417,1076,798,False,2020-08-22,🇸🇪 Tegnell @Folkhalsomynd #HerdImmunity emails showcase how it was focused on no-lockdown strategy despite well awa… https://t.co/FOXdFZ3VQH,['HerdImmunity'],Twitter Web App,False,tegnell emails showcase focused lockdown strategy despite well awa,POSITIVE,21,true information
